deck	calmly-touying	registry/packages/preview/calmly-touying/0.2.0/template	main.typ
deck	touying-aqua	registry/packages/preview/touying-aqua/0.7.4/template	main.typ
deck	basic-polylux	registry/packages/preview/basic-polylux/0.1.0/template	slides.typ
deck	diatypst	registry/packages/preview/diatypst/0.9.3/template	main.typ
doc	arkheion	registry/packages/preview/arkheion/0.1.2/template	main.typ
doc	academi-notes-gr	registry/packages/preview/academi-notes-gr/0.1.0/template	main.typ
doc	basic-resume	registry/packages/preview/basic-resume/0.2.9/template	main.typ
doc	classicthesis	registry/packages/preview/classicthesis/0.1.0/template	main.typ
